6.1	3	4.6	1.4	0	1	0	-0.0168879	0.987963	-0.0244585	
7.7	2.8	6.7	2	0	0	1	-0.000473652	0.018044	0.980424	
6.7	3.3	5.7	2.1	0	0	1	-0.000150094	-0.0332064	0.981603	
4.9	3	1.4	0.2	1	0	0	0.980059	0.0187287	-7.43649e-05	
5.5	4.2	1.4	0.2	1	0	0	0.981545	-0.0240275	0.000221529	
5	3	1.6	0.2	1	0	0	0.978272	0.0661148	-0.000400919	
4.4	3	1.3	0.2	1	0	0	0.980041	0.0192128	-9.95038e-05	
6.3	3.3	4.7	1.6	0	1	0	-0.0170103	0.988025	-0.0194345	
5.4	3.9	1.3	0.4	1	0	0	0.982062	-0.0396962	0.000341835	
6.4	3.1	5.5	1.8	0	0	1	-0.000399554	-0.00533504	0.980969	
6.7	3	5	1.7	0	1	0	-0.0138655	0.974374	0.156243	
6.7	2.5	5.8	1.8	0	0	1	-0.000431215	0.017502	0.980449	
5.4	3.7	1.5	0.2	1	0	0	0.980795	-0.00203753	6.7269e-05	
6.4	2.8	5.6	2.2	0	0	1	-0.00040021	0.0167981	0.980473	
5.7	3.8	1.7	0.3	1	0	0	0.980478	0.00700806	7.58931e-06	
6.1	2.8	4	1.3	0	1	0	-0.0082095	0.98776	-0.0163596	
4.7	3.2	1.3	0.2	1	0	0	0.980739	-0.000442888	4.7112e-05	
4.9	3.1	1.5	0.1	1	0	0	0.97875	0.053822	-0.000326692	
5	3.5	1.6	0.6	1	0	0	0.981124	-0.0116065	0.000127719	
5.5	3.5	1.3	0.2	1	0	0	0.981568	-0.024727	0.000238226	
6.7	3.1	4.4	1.4	0	1	0	-0.0060801	0.987703	-0.0163501	
5.1	3.3	1.7	0.5	1	0	0	0.979888	0.0234509	-0.000111226	
5.8	2.6	4	1.2	0	1	0	-0.016687	0.987979	-0.0169046	
5	3.4	1.5	0.2	1	0	0	0.98	0.0203647	-9.86475e-05	
5.7	2.8	4.1	1.3	0	1	0	-0.0168944	0.987989	-0.017833	
6.1	3	4.9	1.8	0	0	1	0.0071344	0.868079	0.0373776	
6.5	3	5.8	2.2	0	0	1	-0.000587536	0.0174919	0.980405	
4.7	3.2	1.6	0.2	1	0	0	0.977838	0.0769557	-0.000507426	
5.9	3.2	4.8	1.8	0	1	0	-0.000847717	0.916943	0.101179	
6.1	2.6	5.6	1.4	0	0	1	-0.0009793	0.0172839	0.9803	
6	3.4	4.5	1.6	0	1	0	-0.0169538	0.987981	-0.0185856	
6.9	3.1	5.4	2.1	0	0	1	0.0140999	-0.0259318	0.64155	
6	2.2	4	1	0	1	0	-0.016741	0.987932	-0.015504	
6.9	3.1	4.9	1.5	0	1	0	-0.0168412	0.987966	-0.0169212	
7.9	3.8	6.4	2	0	0	1	0.00261037	0.892653	0.439666	
6	2.7	5.1	1.6	0	1	0	-0.000330598	-0.00281319	0.980929	
7.4	2.8	6.1	1.9	0	0	1	-6.8877e-05	-0.0049132	0.981035	
7.1	3	5.9	2.1	0	0	1	-1.11672e-05	-0.0196722	0.98135	
6.3	2.9	5.6	1.8	0	0	1	-0.000667986	0.0165575	0.980404	
5.9	3	4.2	1.5	0	1	0	-0.0164626	0.987969	-0.0171162	
6.2	2.8	4.8	1.8	0	0	1	0.0158556	-0.829048	0.917589	
6.5	3	5.2	2	0	0	1	0.00384145	0.949161	-0.0159628	
6.6	3	4.4	1.4	0	1	0	-0.0134895	0.987899	-0.0164615	
7.7	3.8	6.7	2.2	0	0	1	-0.00051414	0.00606414	0.980686	
6.8	3	5.5	2.1	0	0	1	0.00131691	0.0347756	0.972925	
6.7	3.1	4.7	1.5	0	1	0	-0.0167197	0.98798	-0.0169347	
6.3	2.7	4.9	1.8	0	0	1	0.0110669	0.651297	0.272023	
6.9	3.2	5.7	2.3	0	0	1	0.000582977	-0.101987	0.982372	
6.7	3	5.2	2.3	0	0	1	0.0201386	-0.90706	0.930376	
4.4	3.2	1.3	0.2	1	0	0	0.98034	0.0108659	-4.99616e-05	
4.8	3	1.4	0.1	1	0	0	0.979348	0.0380784	-0.0002149	
5.1	3.5	1.4	0.3	1	0	0	0.981195	-0.0136612	0.000147693	
6.2	3.4	5.4	2.3	0	0	1	-0.00029797	-0.0228309	0.981366	
5.2	3.4	1.4	0.2	1	0	0	0.980879	-0.00447125	8.69621e-05	
6.3	2.5	5	1.9	0	0	1	0.00125338	0.10544	0.969814	
7.7	2.6	6.9	2.3	0	0	1	-0.000621306	0.0186719	0.980369	
5	3.2	1.2	0.2	1	0	0	0.981495	-0.0225437	0.000216725	
5	3.3	1.4	0.2	1	0	0	0.980572	0.00432916	2.03943e-05	
6	3	4.8	1.8	0	0	1	0.00900687	0.45415	0.505832	
5.8	2.7	3.9	1.2	0	1	0	-0.0145615	0.987923	-0.0166711	
6.4	3.2	5.3	2.3	0	0	1	0.00138577	0.0145022	0.973124	
6.9	3.1	5.1	2.3	0	0	1	-0.0144116	0.977231	0.139261	
5.9	3	5.1	1.8	0	0	1	-0.000405332	-0.0105237	0.981081	
6.7	3.3	5.7	2.5	0	0	1	-2.73309e-05	-0.0244834	0.981444	
6.2	2.9	4.3	1.3	0	1	0	-0.0165158	0.987973	-0.016978	
5.1	3.8	1.5	0.3	1	0	0	0.980935	-0.0061031	8.27971e-05	
5.8	2.8	5.1	2.4	0	0	1	-0.0003185	0.0155531	0.980524	
5.1	3.5	1.4	0.2	1	0	0	0.980864	-0.00404219	7.79776e-05	
4.8	3.4	1.6	0.2	1	0	0	0.978624	0.0570737	-0.00037287	
4.9	3.1	1.5	0.2	1	0	0	0.979348	0.0380784	-0.0002149	
5.1	3.8	1.9	0.4	1	0	0	0.978128	0.0696995	-0.000471373	
5.7	2.9	4.2	1.3	0	1	0	-0.01702	0.988028	-0.0195843	
5.8	2.7	4.1	1	0	1	0	-0.0169279	0.987993	-0.0181322	
5.4	3.9	1.7	0.4	1	0	0	0.98059	0.00382661	1.77021e-05	
6.5	2.8	4.6	1.5	0	1	0	-0.0167755	0.987861	-0.0146738	
6.7	3.1	5.6	2.4	0	0	1	0.00017386	-0.0448049	0.981837	
5.6	2.8	4.9	2	0	0	1	-0.000423923	0.00985189	0.980624	
6	2.9	4.5	1.5	0	1	0	-0.0166792	0.987391	-0.0114395	
5.2	4.1	1.5	0.1	1	0	0	0.980559	0.00467032	-2.65852e-06	
4.6	3.1	1.5	0.2	1	0	0	0.978591	0.0579342	-0.000370899	
7.2	3	5.8	1.6	0	0	1	0.000931589	-0.12293	0.981421	
6.3	3.4	5.6	2.4	0	0	1	-0.000533548	0.0114084	0.980559	
5.7	3	4.2	1.2	0	1	0	-0.0170552	0.988009	-0.0193776	
